wl_position,days_before_travel,class_type,train_type,route_demand_score,season_index,day_of_week,confirmed
48,61,2A,Rajdhani,0.2512,0.168,Fri,0
40,40,SL,Duronto,0.6788,0.077,Wed,0
44,44,1A,Duronto,0.6584,0.4214,Thu,0
46,79,1A,Duronto,0.5524,0.4546,Wed,0
51,95,2A,Express,0.1777,0.9135,Sat,0
11,15,2A,Superfast,0.5211,0.9577,Thu,1
12,18,3A,Mail,0.6365,0.2341,Fri,0
13,36,3A,Rajdhani,0.5512,0.2109,Wed,0
8,106,2A,Superfast,0.3337,0.5531,Tue,0
1,84,2A,Mail,0.7029,0.9823,Wed,1
9,78,SL,Rajdhani,0.6393,0.7764,Tue,0
28,60,3A,Express,0.2328,0.0599,Mon,0
2,25,SL,Rajdhani,0.3784,0.8313,Sat,1
14,93,SL,Express,0.4717,0.8658,Thu,1
13,103,2A,Mail,0.8511,0.3284,Wed,1
48,78,2A,Superfast,0.1045,0.3213,Sun,0
2,63,2A,Rajdhani,0.4017,0.5298,Thu,1
4,106,SL,Mail,0.0939,0.907,Sat,1
12,12,SL,Duronto,0.6754,0.1697,Wed,1
48,90,3A,Superfast,0.4081,0.583,Thu,1
10,86,3A,Duronto,0.2923,0.49,Sun,1
3,33,1A,Duronto,0.8448,0.3292,Tue,1
4,97,3A,Superfast,0.9949,0.632,Tue,1
6,22,1A,Rajdhani,0.7282,0.3658,Thu,1
23,107,3A,Mail,0.0097,0.106,Wed,1
5,19,1A,Superfast,0.9735,0.8685,Tue,1
50,53,3A,Rajdhani,0.1396,0.2193,Sat,0
3,72,3A,Superfast,0.2961,0.6156,Sat,1
10,57,SL,Superfast,0.4158,0.9832,Sat,1
43,58,2A,Rajdhani,0.1435,0.2523,Sun,0
19,19,3A,Duronto,0.4262,0.486,Thu,1
14,110,SL,Express,0.9015,0.6666,Thu,1
21,38,SL,Rajdhani,0.2632,0.9199,Sun,1
60,120,2A,Express,0.2659,0.873,Thu,0
43,77,3A,Express,0.5906,0.9836,Wed,1
28,112,1A,Superfast,0.6693,0.583,Sun,0
21,89,1A,Rajdhani,0.5946,0.0366,Mon,1
36,90,2A,Rajdhani,0.0778,0.1346,Sun,1
24,97,2A,Duronto,0.8799,0.9119,Mon,0
54,92,2A,Express,0.7337,0.4869,Wed,0
38,31,3A,Duronto,0.5726,0.3185,Fri,0
17,40,3A,Mail,0.4464,0.7195,Thu,0
22,108,3A,Express,0.9749,0.9573,Sat,0
19,68,SL,Duronto,0.8379,0.7205,Sun,0
45,67,1A,Duronto,0.2607,0.274,Wed,0
54,86,SL,Express,0.6265,0.1724,Sun,0
10,20,SL,Duronto,0.2338,0.5451,Wed,1
11,96,3A,Mail,0.571,0.1556,Sun,1
38,104,2A,Rajdhani,0.7321,0.8729,Fri,1
2,23,2A,Mail,0.4657,0.2084,Mon,0
33,15,SL,Express,0.3015,0.6851,Sat,0
43,31,2A,Superfast,0.3409,0.0622,Sat,0
31,82,SL,Express,0.8613,0.1409,Tue,0
48,25,2A,Rajdhani,0.0704,0.6735,Fri,0
35,2,3A,Mail,0.9122,0.6883,Mon,0
37,98,SL,Duronto,0.2585,0.8981,Thu,0
47,102,1A,Duronto,0.6156,0.9914,Thu,0
47,81,SL,Superfast,0.502,0.7319,Mon,0
36,120,2A,Mail,0.3143,0.1901,Tue,0
23,115,3A,Duronto,0.8992,0.4721,Mon,1
36,6,3A,Express,0.8278,0.051,Sun,0
40,95,1A,Duronto,0.5518,0.6428,Wed,1
39,87,3A,Rajdhani,0.4074,0.6072,Sun,1
26,15,3A,Mail,0.6762,0.1346,Tue,1
25,52,SL,Duronto,0.1186,0.8844,Sat,0
17,87,3A,Duronto,0.9473,0.0991,Sat,1
15,3,2A,Rajdhani,0.8892,0.0799,Mon,1
37,44,1A,Duronto,0.5112,0.2517,Wed,0
45,31,1A,Superfast,0.8348,0.959,Tue,0
4,105,SL,Mail,0.9193,0.9441,Sun,1
22,97,2A,Duronto,0.1315,0.1459,Sun,1
17,82,3A,Express,0.2637,0.402,Fri,1
22,77,SL,Duronto,0.211,0.4972,Fri,1
17,101,2A,Superfast,0.6648,0.6566,Tue,0
14,57,3A,Express,0.9831,0.552,Sun,0
14,12,SL,Superfast,0.0323,0.4519,Thu,1
17,21,1A,Rajdhani,0.9951,0.3396,Mon,0
8,94,3A,Express,0.1154,0.9681,Sat,1
34,43,1A,Express,0.6234,0.1203,Sat,0
26,43,3A,Superfast,0.6791,0.415,Sat,1
45,29,3A,Superfast,0.0372,0.1495,Wed,0
30,22,1A,Rajdhani,0.3331,0.5219,Mon,0
22,11,3A,Express,0.4675,0.7413,Tue,1
16,106,2A,Express,0.9071,0.5694,Wed,0
30,13,3A,Express,0.702,0.158,Sat,0
16,35,SL,Express,0.6277,0.3552,Fri,0
38,44,2A,Rajdhani,0.1294,0.2828,Tue,0
54,71,3A,Duronto,0.29,0.6294,Thu,0
24,23,SL,Express,0.4396,0.062,Tue,1
36,118,SL,Mail,0.3019,0.4294,Sun,0
35,2,2A,Rajdhani,0.4376,0.6112,Tue,1
6,77,2A,Duronto,0.9201,0.874,Sat,1
4,50,2A,Superfast,0.6052,0.7041,Sat,1
18,113,1A,Duronto,0.5184,0.9601,Sun,0
6,74,1A,Superfast,0.5377,0.7873,Sat,0
26,108,2A,Mail,0.7733,0.7389,Mon,0
37,54,3A,Rajdhani,0.9751,0.8682,Sat,0
27,37,1A,Duronto,0.9819,0.7231,Sat,1
41,91,2A,Superfast,0.6591,0.902,Thu,1
11,86,2A,Express,0.3682,0.1394,Sun,1
38,81,SL,Mail,0.5906,0.8779,Thu,1
16,19,1A,Mail,0.068,0.1231,Sun,0
19,96,2A,Rajdhani,0.1618,0.7321,Wed,1
43,1,SL,Rajdhani,0.8908,0.7199,Fri,1
53,102,3A,Rajdhani,0.7482,0.7795,Thu,0
15,100,SL,Rajdhani,0.2445,0.1164,Sun,1
26,25,1A,Express,0.4119,0.867,Sat,1
56,114,1A,Mail,0.0623,0.0519,Wed,0
41,1,3A,Express,0.8645,0.1409,Wed,0
56,66,SL,Rajdhani,0.3013,0.7358,Sat,1
31,83,SL,Duronto,0.5469,0.9848,Wed,0
19,73,2A,Superfast,0.9862,0.2985,Sat,0
57,41,SL,Duronto,0.1805,0.9545,Wed,0
51,84,1A,Mail,0.8823,0.6136,Wed,0
24,39,1A,Mail,0.2586,0.2078,Tue,0
58,8,3A,Express,0.1147,0.9377,Wed,0
9,1,1A,Superfast,0.022,0.9826,Sat,1
23,27,SL,Rajdhani,0.8394,0.6626,Wed,1
4,2,1A,Rajdhani,0.0019,0.7358,Thu,1
10,15,2A,Duronto,0.9522,0.7327,Sat,1
9,3,2A,Superfast,0.1835,0.1043,Wed,1
19,22,1A,Express,0.8121,0.2574,Mon,1
15,93,3A,Rajdhani,0.8616,0.0612,Fri,1
51,101,2A,Mail,0.0849,0.7808,Wed,0
34,76,1A,Rajdhani,0.3825,0.5045,Sat,0
42,5,1A,Superfast,0.2769,0.4642,Tue,0
19,73,SL,Mail,0.0154,0.8688,Mon,0
49,54,3A,Express,0.4233,0.1376,Sat,0
52,80,2A,Rajdhani,0.4852,0.9197,Mon,0
56,7,SL,Mail,0.6795,0.0902,Sun,0
21,72,2A,Express,0.2443,0.3749,Tue,1
34,97,1A,Superfast,0.8465,0.4267,Thu,0
51,80,2A,Express,0.4796,0.8562,Thu,0
17,115,3A,Express,0.6707,0.7299,Tue,0
18,106,3A,Mail,0.4682,0.8725,Tue,1
17,113,3A,Rajdhani,0.0814,0.0781,Fri,0
2,85,SL,Mail,0.999,0.6747,Tue,1
51,63,2A,Duronto,0.7786,0.9145,Sun,0
1,66,3A,Mail,0.9812,0.3422,Wed,1
43,40,SL,Mail,0.8222,0.0361,Mon,0
57,39,SL,Rajdhani,0.4574,0.8091,Wed,0
10,92,SL,Superfast,0.6904,0.8059,Fri,1
37,102,2A,Duronto,0.8355,0.0954,Thu,0
48,26,3A,Rajdhani,0.6437,0.2798,Sun,1
56,38,2A,Rajdhani,0.6506,0.1637,Wed,1
5,118,SL,Express,0.2008,0.4846,Fri,1
56,52,2A,Duronto,0.1097,0.0628,Sun,0
55,39,3A,Express,0.7345,0.1214,Sun,0
12,51,1A,Express,0.5656,0.3613,Sat,0
36,36,SL,Rajdhani,0.7325,0.2202,Tue,0
31,66,2A,Superfast,0.5828,0.8001,Sun,0
55,18,3A,Rajdhani,0.0126,0.1453,Mon,0
38,33,3A,Mail,0.9728,0.5184,Sat,0
51,77,3A,Superfast,0.1229,0.4118,Sat,0
9,84,3A,Duronto,0.7105,0.2911,Mon,1
44,65,SL,Superfast,0.6147,0.5696,Tue,1
26,9,SL,Duronto,0.2478,0.4033,Wed,1
15,51,1A,Express,0.8278,0.4841,Wed,0
16,41,2A,Rajdhani,0.2618,0.8052,Wed,1
13,59,3A,Rajdhani,0.0704,0.7492,Mon,0
25,80,3A,Mail,0.6931,0.0458,Tue,1
30,1,SL,Rajdhani,0.3261,0.3583,Sun,1
53,90,1A,Superfast,0.1631,0.5676,Fri,1
56,0,2A,Mail,0.1762,0.7703,Thu,0
7,49,2A,Rajdhani,0.0158,0.5017,Sun,0
57,35,SL,Mail,0.3045,0.5039,Wed,0
55,96,SL,Rajdhani,0.2762,0.9391,Wed,1
52,21,SL,Rajdhani,0.4818,0.7623,Sun,1
4,112,1A,Express,0.4794,0.2107,Fri,1
43,98,SL,Rajdhani,0.6793,0.4895,Mon,0
40,97,1A,Rajdhani,0.5121,0.6166,Mon,0
38,81,SL,Superfast,0.8137,0.9228,Sun,1
57,35,SL,Duronto,0.8744,0.1163,Fri,0
30,120,1A,Superfast,0.5519,0.3736,Fri,0
10,2,2A,Mail,0.8476,0.5713,Fri,1
30,43,SL,Mail,0.9903,0.1042,Wed,1
39,117,SL,Rajdhani,0.6619,0.6815,Thu,0
7,15,1A,Rajdhani,0.191,0.4665,Tue,1
36,10,2A,Express,0.5334,0.5818,Fri,0
35,9,2A,Rajdhani,0.0611,0.7123,Fri,0
24,50,1A,Superfast,0.7794,0.5812,Sat,0
39,41,3A,Superfast,0.0424,0.7576,Tue,0
36,84,3A,Superfast,0.4822,0.2491,Sat,0
45,24,2A,Superfast,0.9306,0.1749,Mon,0
20,98,SL,Duronto,0.8485,0.113,Sun,1
49,119,2A,Superfast,0.0498,0.5381,Wed,0
32,5,SL,Superfast,0.3822,0.6037,Fri,0
59,109,SL,Mail,0.3258,0.6899,Sat,0
39,43,SL,Mail,0.0711,0.7438,Tue,0
49,7,2A,Mail,0.1107,0.1585,Thu,0
26,33,SL,Rajdhani,0.5648,0.9689,Mon,1
26,40,2A,Mail,0.325,0.8887,Wed,0
36,109,SL,Rajdhani,0.0432,0.4014,Thu,0
43,0,SL,Mail,0.8514,0.4535,Tue,0
35,2,2A,Superfast,0.5451,0.6267,Sat,0
43,51,2A,Mail,0.7032,0.1643,Thu,0
35,101,1A,Express,0.696,0.2819,Fri,0
12,90,SL,Rajdhani,0.0796,0.9536,Sun,1
33,115,1A,Superfast,0.0043,0.1809,Thu,1
36,76,SL,Superfast,0.8447,0.5409,Sat,0
14,42,1A,Superfast,0.9715,0.1004,Fri,0
33,46,1A,Mail,0.5587,0.0132,Wed,1
46,113,3A,Rajdhani,0.5157,0.8881,Sat,1
45,82,2A,Superfast,0.1195,0.3805,Wed,0
45,18,3A,Superfast,0.559,0.5751,Thu,1
24,69,1A,Mail,0.0212,0.8346,Sun,1
15,46,3A,Superfast,0.7906,0.1776,Fri,1
31,116,3A,Superfast,0.5192,0.8167,Sat,0
17,77,2A,Duronto,0.7167,0.0954,Thu,1
12,4,1A,Mail,0.477,0.725,Mon,1
22,63,SL,Duronto,0.7398,0.0389,Tue,0
23,106,SL,Duronto,0.5513,0.8813,Fri,1
26,115,1A,Mail,0.5335,0.0909,Wed,0
14,44,2A,Superfast,0.3712,0.5303,Wed,0
12,63,3A,Superfast,0.2858,0.5579,Wed,0
50,44,2A,Rajdhani,0.7659,0.8907,Fri,0
4,35,SL,Rajdhani,0.7105,0.5794,Fri,1
59,8,2A,Mail,0.9012,0.1964,Sun,0
46,22,3A,Express,0.7868,0.5923,Thu,0
51,31,2A,Duronto,0.0737,0.3527,Fri,0
13,92,SL,Mail,0.9541,0.4482,Mon,0
57,44,SL,Superfast,0.7496,0.2012,Sun,0
55,27,1A,Duronto,0.3459,0.7007,Thu,0
18,103,1A,Rajdhani,0.6451,0.1888,Sat,0
43,51,1A,Duronto,0.7642,0.3194,Sat,0
28,10,SL,Rajdhani,0.1366,0.9911,Sat,1
38,18,3A,Mail,0.9661,0.4203,Fri,0
41,63,SL,Rajdhani,0.6506,0.8184,Thu,1
44,64,SL,Mail,0.02,0.4852,Tue,0
19,72,2A,Mail,0.5534,0.8353,Mon,1
46,56,1A,Superfast,0.1942,0.298,Tue,0
47,65,2A,Express,0.2511,0.5151,Fri,0
43,3,3A,Express,0.0689,0.5586,Wed,0
38,28,3A,Express,0.4174,0.1128,Thu,0
46,3,2A,Mail,0.2646,0.6525,Mon,0
3,0,SL,Mail,0.8365,0.7829,Sat,1
19,91,2A,Superfast,0.8606,0.4909,Thu,0
20,17,2A,Superfast,0.0269,0.8837,Fri,1
25,109,SL,Rajdhani,0.7726,0.777,Fri,1
11,12,1A,Rajdhani,0.0387,0.1986,Thu,0
56,103,1A,Mail,0.4471,0.9314,Fri,0
17,69,1A,Express,0.1043,0.8513,Fri,0
60,48,2A,Duronto,0.5609,0.3572,Tue,0
59,118,2A,Superfast,0.9561,0.526,Wed,0
49,106,SL,Duronto,0.2306,0.2103,Wed,0
55,46,1A,Duronto,0.8395,0.6452,Wed,1
35,102,SL,Mail,0.7837,0.1764,Sat,0
14,85,3A,Rajdhani,0.76,0.6008,Thu,1
59,29,3A,Express,0.2667,0.3637,Sat,0
39,26,2A,Duronto,0.6196,0.1266,Tue,0
57,71,3A,Superfast,0.0855,0.2314,Sat,0
19,106,SL,Superfast,0.4836,0.4655,Fri,1
3,27,SL,Superfast,0.92,0.1339,Sat,1
34,116,3A,Duronto,0.5117,0.7741,Mon,1
58,1,SL,Rajdhani,0.0337,0.1614,Tue,0
49,19,SL,Express,0.6983,0.2199,Thu,0
41,74,2A,Duronto,0.8726,0.0643,Mon,1
22,77,SL,Rajdhani,0.1972,0.9267,Sun,0
38,23,2A,Express,0.1579,0.0191,Sat,0
56,76,SL,Express,0.0281,0.6753,Wed,0
27,71,2A,Express,0.7624,0.7491,Mon,0
21,43,3A,Express,0.9117,0.5212,Sun,0
41,20,2A,Express,0.4888,0.3966,Fri,0
31,21,SL,Rajdhani,0.2778,0.2794,Sat,1
27,72,1A,Express,0.925,0.5487,Wed,0
37,57,1A,Duronto,0.1985,0.7566,Thu,0
2,105,2A,Rajdhani,0.4235,0.6839,Tue,1
54,106,2A,Express,0.9042,0.3816,Tue,0
47,10,2A,Rajdhani,0.9878,0.3794,Sun,0
9,79,3A,Rajdhani,0.2646,0.0668,Wed,1
19,113,SL,Superfast,0.9514,0.9388,Tue,1
42,52,2A,Rajdhani,0.4816,0.7689,Wed,1
36,8,1A,Superfast,0.636,0.757,Thu,0
10,66,3A,Mail,0.7599,0.9472,Tue,1
59,117,1A,Superfast,0.3714,0.8187,Thu,0
40,99,2A,Mail,0.8346,0.8371,Fri,1
54,51,2A,Mail,0.9231,0.6166,Mon,0
45,114,SL,Mail,0.7619,0.3119,Wed,1
39,105,3A,Superfast,0.1167,0.3913,Tue,0
7,12,2A,Rajdhani,0.0533,0.7282,Fri,1
4,0,SL,Express,0.3014,0.5588,Mon,1
15,43,2A,Mail,0.7731,0.3323,Thu,1
12,74,1A,Express,0.8584,0.4114,Fri,1
48,23,SL,Rajdhani,0.4099,0.8938,Sun,0
6,4,3A,Mail,0.1233,0.5187,Thu,1
60,65,1A,Mail,0.7466,0.8848,Mon,0
9,80,1A,Mail,0.8411,0.5899,Sat,1
35,80,3A,Mail,0.1093,0.5453,Fri,0
8,19,3A,Superfast,0.4247,0.9686,Sun,1
7,63,1A,Superfast,0.6422,0.08,Thu,1
4,14,2A,Duronto,0.7536,0.442,Sat,1
58,67,3A,Express,0.9505,0.1158,Tue,0
13,53,3A,Express,0.2001,0.7584,Fri,1
19,10,SL,Duronto,0.9093,0.5898,Mon,0
7,22,3A,Superfast,0.8484,0.3737,Mon,1
10,0,SL,Duronto,0.5026,0.3944,Mon,1
25,41,3A,Mail,0.5919,0.1419,Tue,0
44,113,2A,Superfast,0.7001,0.2645,Mon,0
58,46,2A,Mail,0.8966,0.7676,Thu,0
35,114,3A,Duronto,0.5553,0.8228,Tue,0
58,120,SL,Express,0.2177,0.8414,Wed,0
25,67,2A,Rajdhani,0.4273,0.0554,Sun,0
29,37,2A,Rajdhani,0.3321,0.1882,Fri,0
56,1,1A,Mail,0.9493,0.4222,Tue,0
12,44,1A,Rajdhani,0.1015,0.4453,Tue,0
51,26,2A,Mail,0.4653,0.27,Mon,0
47,97,1A,Duronto,0.9879,0.9816,Fri,1
40,76,SL,Superfast,0.5046,0.925,Thu,0
12,110,3A,Express,0.4358,0.0879,Thu,0
52,60,2A,Mail,0.6634,0.7069,Mon,0
6,81,2A,Superfast,0.2252,0.2135,Tue,1
60,10,1A,Superfast,0.8467,0.9688,Sat,0
10,68,2A,Mail,0.476,0.6811,Mon,1
2,28,2A,Express,0.4131,0.0713,Sat,1
56,24,2A,Express,0.4246,0.0399,Fri,0
45,77,2A,Superfast,0.683,0.3203,Fri,0
25,53,3A,Rajdhani,0.6572,0.5544,Wed,0
7,47,1A,Superfast,0.512,0.549,Sat,1
40,45,1A,Duronto,0.5962,0.5321,Sun,0
23,40,2A,Mail,0.8663,0.7568,Mon,1
48,101,2A,Superfast,0.8075,0.8007,Sun,0
11,40,2A,Express,0.5217,0.2108,Sat,0
58,60,3A,Duronto,0.9319,0.05,Fri,0
36,100,SL,Superfast,0.4605,0.0752,Fri,1
49,10,SL,Mail,0.3086,0.8447,Thu,0
48,43,2A,Mail,0.158,0.553,Thu,0
51,31,3A,Mail,0.2245,0.3777,Sun,0
23,48,3A,Express,0.6769,0.7313,Wed,1
59,5,1A,Mail,0.5768,0.8597,Sat,0
43,115,SL,Duronto,0.1309,0.6763,Thu,0
7,56,SL,Rajdhani,0.4781,0.0498,Sun,1
27,5,3A,Duronto,0.1536,0.9072,Sat,1
13,46,2A,Express,0.4047,0.4412,Fri,0
51,62,1A,Express,0.243,0.4501,Sat,0
17,48,3A,Duronto,0.4887,0.8861,Thu,1
32,21,1A,Duronto,0.8633,0.8216,Mon,0
26,66,SL,Duronto,0.2977,0.8436,Thu,0
57,18,3A,Express,0.9727,0.0488,Fri,0
60,54,1A,Mail,0.4989,0.4945,Sun,0
22,33,2A,Express,0.1742,0.8547,Wed,1
13,40,1A,Mail,0.667,0.7659,Tue,0
12,104,1A,Duronto,0.8667,0.9864,Mon,1
7,6,2A,Mail,0.4789,0.4451,Thu,1
1,56,SL,Superfast,0.891,0.8215,Mon,1
33,15,3A,Rajdhani,0.7723,0.9191,Mon,0
52,58,3A,Mail,0.1143,0.3536,Sun,0
55,37,2A,Rajdhani,0.855,0.0418,Tue,0
14,8,3A,Duronto,0.1142,0.1308,Sat,1
59,76,2A,Rajdhani,0.3856,0.4925,Thu,0
47,33,2A,Superfast,0.9313,0.7266,Tue,1
43,45,3A,Express,0.2689,0.4244,Fri,0
56,36,1A,Rajdhani,0.0094,0.5214,Sat,0
58,42,SL,Express,0.4272,0.8848,Tue,0
41,46,3A,Express,0.9414,0.2414,Tue,0
17,5,3A,Mail,0.4245,0.9523,Sat,1
4,37,SL,Rajdhani,0.1074,0.1145,Tue,1
52,111,3A,Mail,0.4197,0.4968,Tue,0
51,115,2A,Rajdhani,0.9868,0.4644,Tue,0
39,60,1A,Superfast,0.2019,0.4879,Sun,0
1,3,3A,Superfast,0.9137,0.6745,Mon,1
41,4,2A,Mail,0.1186,0.2974,Sat,0
45,69,SL,Duronto,0.1075,0.4523,Tue,0
24,59,3A,Express,0.0483,0.332,Wed,1
34,76,3A,Express,0.1607,0.9458,Sun,0
34,109,SL,Rajdhani,0.942,0.3024,Thu,0
24,87,SL,Superfast,0.8214,0.2535,Sat,1
59,91,1A,Mail,0.3335,0.1825,Tue,0
15,76,2A,Duronto,0.1393,0.4083,Sat,1
17,105,SL,Rajdhani,0.5609,0.2699,Mon,1
13,112,2A,Superfast,0.1234,0.4567,Thu,0
7,55,SL,Duronto,0.6743,0.1815,Tue,1
9,81,2A,Duronto,0.8832,0.976,Mon,1
44,58,SL,Mail,0.5232,0.6273,Thu,0
35,6,2A,Mail,0.2319,0.6543,Thu,1
23,67,2A,Superfast,0.3146,0.6622,Sat,0
54,30,3A,Mail,0.382,0.2745,Tue,0
47,87,2A,Rajdhani,0.9602,0.7913,Mon,0
39,85,3A,Express,0.86,0.261,Mon,0
23,84,3A,Rajdhani,0.5457,0.2216,Wed,0
26,47,SL,Rajdhani,0.6834,0.0348,Thu,0
1,41,3A,Duronto,0.0977,0.1343,Wed,1
14,89,2A,Superfast,0.1827,0.5055,Wed,1
32,29,1A,Superfast,0.5507,0.5877,Tue,0
51,116,1A,Duronto,0.1262,0.6753,Thu,0
48,115,SL,Rajdhani,0.0202,0.8396,Sat,1
10,50,2A,Rajdhani,0.1052,0.8466,Sat,1
1,34,3A,Express,0.1038,0.3911,Thu,1
5,61,3A,Express,0.7411,0.3007,Wed,1
3,50,1A,Superfast,0.85,0.2455,Sat,1
49,86,3A,Rajdhani,0.814,0.1188,Wed,0
50,119,3A,Express,0.9912,0.1646,Sun,0
58,108,2A,Duronto,0.886,0.7485,Wed,0
53,103,1A,Rajdhani,0.427,0.2831,Sun,0
27,49,2A,Mail,0.4489,0.4448,Sun,0
51,29,SL,Express,0.3078,0.8424,Wed,0
54,18,SL,Duronto,0.2183,0.3612,Wed,0
57,95,2A,Duronto,0.7917,0.4208,Sat,0
22,49,2A,Mail,0.6379,0.2732,Fri,1
18,53,1A,Express,0.1403,0.2793,Mon,0
16,82,1A,Superfast,0.7011,0.8883,Mon,1
2,85,3A,Duronto,0.1937,0.416,Tue,1
47,3,3A,Rajdhani,0.413,0.1719,Fri,0
13,108,SL,Superfast,0.8922,0.4474,Fri,0
45,11,SL,Duronto,0.0645,0.9041,Thu,0
16,14,SL,Duronto,0.3716,0.0904,Tue,1
8,14,1A,Mail,0.0233,0.1061,Thu,0
43,9,1A,Express,0.4462,0.0693,Wed,0
8,117,2A,Express,0.677,0.5925,Sun,1
54,60,SL,Mail,0.0005,0.1884,Sun,0
10,18,1A,Mail,0.6562,0.9051,Thu,0
55,52,2A,Superfast,0.6484,0.9769,Sun,0
33,71,2A,Superfast,0.9071,0.8791,Wed,1
31,114,1A,Mail,0.4422,0.6405,Tue,0
12,56,SL,Superfast,0.1591,0.1641,Wed,0
9,94,2A,Rajdhani,0.682,0.1767,Thu,1
37,8,2A,Mail,0.3854,0.6374,Thu,1
9,28,SL,Express,0.1735,0.5736,Wed,1
48,6,SL,Express,0.6277,0.5289,Wed,0
18,71,SL,Mail,0.1144,0.8919,Sun,1
30,104,SL,Express,0.158,0.5643,Sat,0
32,16,3A,Duronto,0.7335,0.2539,Sun,0
40,78,1A,Rajdhani,0.6891,0.143,Thu,0
23,15,1A,Duronto,0.5991,0.5683,Sat,1
11,70,3A,Mail,0.7866,0.0156,Tue,1
20,105,3A,Express,0.1503,0.8867,Fri,1
19,82,1A,Superfast,0.0777,0.0086,Sat,0
36,37,SL,Duronto,0.9923,0.2938,Mon,0
52,88,3A,Duronto,0.5152,0.8498,Mon,0
26,75,SL,Express,0.9691,0.3403,Fri,0
10,95,3A,Superfast,0.5935,0.1774,Thu,1
24,46,2A,Mail,0.7107,0.1128,Fri,0
13,9,SL,Express,0.2959,0.5962,Wed,1
52,23,3A,Rajdhani,0.8675,0.1356,Sat,0
46,49,3A,Rajdhani,0.3865,0.4251,Wed,0
53,67,SL,Mail,0.8785,0.2611,Sun,0
34,42,2A,Mail,0.2848,0.8147,Thu,0
29,36,1A,Rajdhani,0.5913,0.5909,Sun,0
36,44,3A,Superfast,0.7823,0.2728,Sat,0
7,105,SL,Mail,0.7841,0.0422,Sun,1
51,53,3A,Rajdhani,0.7891,0.4229,Sat,0
30,102,1A,Superfast,0.9961,0.3638,Wed,0
17,42,2A,Superfast,0.9572,0.3162,Mon,0
48,67,SL,Mail,0.2027,0.2806,Wed,1
13,99,1A,Duronto,0.3694,0.4261,Mon,1
56,36,3A,Superfast,0.5162,0.1049,Tue,0
24,88,1A,Mail,0.7273,0.4113,Fri,0
54,40,1A,Superfast,0.6767,0.0481,Thu,0
55,93,1A,Express,0.6743,0.6794,Tue,0
31,0,3A,Superfast,0.2827,0.4236,Fri,0
58,92,SL,Duronto,0.3375,0.4995,Thu,0
27,15,1A,Superfast,0.2055,0.8675,Sun,0
50,36,2A,Duronto,0.8803,0.2557,Fri,0
21,36,3A,Rajdhani,0.4189,0.1924,Tue,0
44,6,2A,Duronto,0.4679,0.0138,Wed,0
55,39,SL,Superfast,0.9579,0.6388,Mon,0
57,50,3A,Rajdhani,0.9165,0.9797,Sun,0
1,63,1A,Rajdhani,0.2794,0.653,Sat,0
15,96,3A,Rajdhani,0.8881,0.9009,Mon,1
3,113,2A,Rajdhani,0.5482,0.2565,Mon,1
6,21,1A,Superfast,0.6543,0.5024,Thu,0
14,42,2A,Mail,0.4293,0.0457,Sat,0
55,61,2A,Duronto,0.9844,0.7922,Wed,0
38,53,SL,Mail,0.6841,0.6284,Tue,1
33,26,2A,Mail,0.3506,0.8602,Sat,0
52,28,3A,Duronto,0.5707,0.5159,Tue,0
38,15,SL,Express,0.8683,0.2183,Wed,0
8,84,SL,Duronto,0.0645,0.4507,Thu,1
26,10,1A,Express,0.219,0.8596,Fri,0
15,20,SL,Duronto,0.0071,0.9311,Sat,1
14,8,3A,Mail,0.1588,0.2782,Fri,0
48,26,2A,Mail,0.5478,0.1041,Sun,0
20,102,SL,Duronto,0.3743,0.3395,Sat,0
55,85,SL,Rajdhani,0.4946,0.8581,Tue,0
48,78,3A,Express,0.4854,0.848,Mon,0
59,106,3A,Rajdhani,0.1884,0.9704,Fri,0
19,22,1A,Express,0.8222,0.1876,Tue,0
56,50,1A,Mail,0.3431,0.1735,Wed,0
33,92,1A,Express,0.8381,0.5615,Mon,0
36,102,2A,Mail,0.1947,0.748,Sat,0
24,79,2A,Duronto,0.3431,0.0843,Fri,1
10,2,1A,Duronto,0.6422,0.5693,Sat,1
52,15,2A,Superfast,0.3328,0.9829,Fri,0
50,7,3A,Superfast,0.2157,0.8743,Thu,0
34,89,SL,Duronto,0.941,0.3401,Thu,0
36,41,SL,Superfast,0.4513,0.487,Sat,0
47,72,3A,Duronto,0.9177,0.2219,Fri,0
36,34,2A,Rajdhani,0.9855,0.7365,Sun,1
16,70,1A,Mail,0.367,0.4623,Sat,0
15,71,SL,Duronto,0.3464,0.3454,Fri,1
18,98,1A,Superfast,0.2086,0.5643,Wed,1
7,47,SL,Superfast,0.511,0.7027,Sun,1
47,53,3A,Superfast,0.2156,0.1274,Thu,0
22,109,2A,Rajdhani,0.2472,0.8171,Sun,0
32,102,SL,Rajdhani,0.7571,0.1032,Mon,0
43,35,2A,Rajdhani,0.4374,0.8524,Wed,1
19,5,3A,Duronto,0.2155,0.1423,Fri,1
40,70,3A,Mail,0.2981,0.0083,Tue,0
56,11,2A,Rajdhani,0.1937,0.541,Thu,1
1,102,SL,Superfast,0.2405,0.252,Sun,1
35,58,SL,Superfast,0.7473,0.6087,Wed,0
5,64,SL,Rajdhani,0.8536,0.0743,Mon,1
50,49,1A,Mail,0.9544,0.4719,Thu,0
12,42,1A,Mail,0.9906,0.6444,Tue,0
12,42,2A,Mail,0.4072,0.4813,Thu,1
